content,sentiment
highness . crystalmariedontluvspiteanymore,love
home sick,sadness
"crazy night , lost keys , walked home , missed papi's calls swizzy . i'm sad",sadness
"broken little toe ? vai doctor ! hoje vocï ¿ ½ vai na 89fm , quero vï ¿ ½-lo atravï ¿ ½s da internet . got see",neutral
"amanda peet lot like love . loves .. classic , really",love
dog suffering abandonment issues . thinks i'm moving without .,worry
ah i'm busy . sorry everyone .,worry
night still young ;) <3,surprise
done . no internship .,worry
post warhammer blog anyone interested http://bit.ly/uwl7m,neutral
cool aww,happiness
today last official day uni ! no balancing uni work music ! til october atleast,relief
surfing twitter !,neutral
dude check couldnt find anything haha capital f-u-c-k-e-d,hate
not alone,enthusiasm
u may try prism http://prism.mozilla.com/,neutral
hiccups,neutral
sometimes feel pathetic going bed early . oh well . totally get clam chowder tomorrow ! =d,relief
nvidia ion-based lenovo ideapad s12 ( http://is.gd/j6zy ) awesome . fn key left ctrl makes non-starter though,surprise
lol biking manly,fun
loaned set aerobars team mate tomorrow's texas cup race alkek . bummed wo not .,love
"damn girl i'm ya gotta let know get kit together & got flyer next weekend ? "" !",sadness
"3 days frisbee , three nights partying sprained ligaments . ca not imagine better long weekend",worry
"wish "" like "" option ( like fb ) things like",sadness
not worry ava distract flight,happiness
"i'm garden . making pictures , weed sweep . weather nice ! ! see l8ter people !",happiness
"young people attracted trouble ? makes sad ! , <3 kmv",worry
listening house music ! ( else ? ) got gig san francisco next friday . details w.myspace.com/djspy,happiness
http://bit.ly/x7d1c spanish grand prix 2009 one hour !,happiness
hey . . pleasant surprise,worry
packing leaving inlaws house heading home sweet home . nice weekend back work hours,worry
"disappointed learn newark , oh cancelled july 4 fireworks due economy",sadness
"want go peaches . also miss kittin , pendulum , chase & status bloody beetroots ! not fair",sadness
happy friday.not happy rain,happiness
body aching . barely move.but worth champs,worry
suns starting go im getting cold !,worry
ugh lost remote gotta actually move change channel wtf #twat,boredom
i'm not worried - great job ! ! quite nice way spend day,happiness
"saw tweet couple weeks ago hashtag , wanted contribute since huge mitch fan",worry
got home dinner really really full . mom said dad bought sony a200k ? holy,happiness
nyappy mother's day mom's .,worry
hiatus like . really long . boo,neutral
thanx,neutral
picture wo not update .,worry
finished bit sketching . writing !,neutral
hun . yes yes .,neutral
drinking cup ice chocolate,neutral
someone hates,hate
"look - missed couple hours , i'm sorry . i'll let know next time ..",worry
"visiting grandparents manhattan , dropping sister week ! wish excuse tired today ..",fun
help . computer virus . place etsy shop vacation mode sort . not know !,worry
studying bullshit econ test,anger
getting new double yellow volkswagen beetle . happy star wars day .,fun
#liesgirlstell guy calls phone see number real ) ohh phone not working . try tomorrow .,worry
always want perfect . thatï ¿ ½s hard cause even know itï ¿ ½s impossible . .,hate
ds version sucks,sadness
"lovely profile + website ! neat . love "" gary "" ticker !",love
: 3 hrs go pa ako,sadness
going funeral today friend classmate died car wreck last friday,sadness
"soo happy today .. going home bit sucks , , meeting everyone aceness extreme lol , , cheesy :p",love
ok point taken . i'll tell team stop cynical championing standards . active-x far better anyway,sadness
happy imma get see lovely ladies,happiness
true,neutral
saw amazing hels . big,sadness
d-bag stole bike,neutral
thanks greeting,surprise
"gha , work - hopefully traffic cleared time get ! !",worry
making cuppa coffe,empty
hoping pics share ? - & hoping monday not rough today,enthusiasm
"ooh , nice well guess not nice moment , windy rainy . like rain",worry
' working logo photoshop & not work .. hehe .. try lah ..,worry
haha good ? bet,happiness
bif . love buliding .,love
got paid nowhere near much thought would,sadness
"working bank holiday , not mind - good fun",worry
cat died kidney failure math test day needs get better .,sadness
"wish outside thats thing thats gonna kill work day , everyday summer .",sadness
izzy ! sorry hear - disaster,sadness
"yeah , that's everything becomes difficult generalisations break . not easy problem .",worry
hey bow yu comin baxx 2 thaa 614 miss yu hun . 614 day ! !,worry
"missed answer im ! nth time ! making sad . whenever im ( time ) , always .",sadness
back killing . stupid softball,sadness
". , person stood . world full spineless cunts . makes sad",sadness
asking everyone please join praying mom got home er go see heart doctor,worry
hello lovely followers love peace house lolz need weather !,love
works fine,surprise
"need remember data customer entered previous pages use back button . , many not",neutral
wassup u morning .,neutral
sun changing default icon what're plans ?,love
"workies dad ? aw sucks working saturday morning . i'm study , exams ?",sadness
"oh , boo ! see bar ( ' well ) miss ! i'll make pt stopping ! ;)",sadness
what's matter ?,empty
happy came said hi ! twas nice meet indeed thanks much coming talking,happiness
never answer .. wath say,hate
clocked possibly last time northview middle school .,neutral
wishing ro feeling better,fun
time play,neutral
call done finals tell !,surprise
thx 4 sharing !,neutral
preparing visit friend we're gonna watch twilight ! yay !,relief
ah seriously dont even work children still sick ! groundhog friday got worse .,worry
! ! miss .,love
great friends mine . i'll let know playing next come along whatever like,neutral
scratchy scratchy throat . warm fluids needed,worry
heading work - friday .,sadness
know . text .,worry
awesome ..,fun
"rock guy's world night , make pancakes next morning !",neutral
hey member better friends anthony . pretty sweet ha . way trader weiner .,worry
* kiss kiss * stu deezy bed sweet dreams ma'am hehe xxoxo,love
missing someonee .,sadness
relaxing,relief
oh ! jonas brother's 3d movie comes next week kangaroo land missed .,neutral
todays goal : tweet @ work im good start havent left house yet . welcome new followers ! hope not bored yet,happiness
hey ! get present morning ? hope u liked ?,fun
hope feel better way soon !,enthusiasm
", not .",neutral
great day massage ! book appointment today 617-262- 20,fun
sorry not inviting.all single women think .,worry
decided wolf future star trek logo game would much cooler chewy star wars,empty
got 2 hours sleep .,neutral
"think gone enjoy beautyy nature , maybe sit anywhere write little , trying finish last pic",fun
upgraded,neutral
found rollo ! got happy hm .. guess really need inserted back matrix 0_o,happiness
sunny walk round lake morning met mother goose father goose five baby goslings,fun
drinkin ' chai tea not sleeping .. checkin ' cool peeps,worry
dude . tried vegetarian thing lasted 2 months . good luck ! going vegan intense ! good move though .,fun
ditched school ( hate ) im taking huge dump . hurts real bad !,love
got . poor thing not gonna choice much longer though,sadness
omg kool . i'm not road,worry
. lonely time .,sadness
"good morning , mommies happy mothers day . pull cats tail . know likes",happiness
history project,worry
windows livewriter's accessible ? guess answers .,neutral
searching wavy hairstyle,neutral
photography class summer cancelled . going somewhere dont want missing spring game no email eric swist,sadness
sleep woke check see cold hot love mom,love
totally ! i've waitin somethin new thought provoking mj.name,surprise
going actually read least sign no fair !,worry
comp slo w,worry
"cat fell bed lmfao , bless . got fright xx",worry
yeh little .. ?,neutral
hi - 5 friends um thanks follow enjoy ride make many trips ( ) u u gotta go get,happiness
"like dr . seuss quote - ï ¿ ½you know love ca not fall asleep reality finally better dreams . "" -",love
por favor ! need five ! http://tinyurl.com/dzcpg3,enthusiasm
ok one hour im still waiting im losing patience,boredom
dont like funerals,sadness
next birthday - mother's day favorite day year . one day not feel guilty slacking little . ahh .,relief
feeling better hon ?,worry
: ca not believe hannahs dead hollyoaks ! !,surprise
"hahaha , * massive * compared others ! ! sweet scenie",happiness
sending love & respect mommies twitterverse ! inspire ! !,love
sitting thru boring bits titanic waiting good bit start couple hours,worry
hope everyone great week . let know think im crazy hating coffee xd .,surprise
bad times ?,worry
feeling good win ! nice softball champs bring season !,surprise
faking ! hahaha . kid .,happiness
day new beginning,relief
"ohh , i'm watching best friend's wedding . sad ..",sadness
oh takes sign error page,relief
"toasted baked bean sandwiches red wine , perfect sunday night dinner combination",happiness
"really want go old friend's party tonight , fakeflu . alcohol probably wo not mix well .",worry
town . uncle gabriel coming . miss gabe tempted ask go back baton rouge stay side fam .,sadness
happy mother's day !,neutral
good morning.hoping throw back coffee like right !,happiness
"like planes , trains , automobiles ? best luck juan pelota .",fun
.. dat dude look crazy w / dat hair face lmao .. stop ! ! .. old wrestlers went tna thanks vince .. dudes clowns lol,surprise
dane cook sports arena tonight . wish tickets,sadness
wanted see story acorn tonight glen beck missed,sadness
ur performance love sex magic awesome !,worry
"juz registered cp twitter , tweets wont go thru ? argh .. hmm wanna follow idols lyk away pc ..",worry
early,neutral
fish chips din dins,neutral
eating lunch cant wait till 6 work gotta work tomorrow,neutral
"oh yeah , came back weekend cosplay photo marathons",neutral
dear macpro ? i'm trying awake . http://twitpic.com/67orb,neutral
"wish could give biggest hug right . i'm sorry , ca not imagine painful must",worry
wants honorary filipino i'll follow ;) ) thanks !,happiness
happy star wars day . may 4th ! nice get holiday celebrate #fb,fun
what's wrong dr.phil ? shamefully loved show able watch .,boredom
saw new star trek movie yesterday ' twas good . quiet day today - gym lunch,love
think today not possible 2 play kol,relief
morning ! blessed day !,love
seeing ' love club ' actually made,relief
dont cry ! see u tomorrow . muah .,fun
"yes , oh gone bed minor soap marathon . photo editing night 4 . oh inn lake , nice food .",happiness
. showered . struggling drive get door . i'm gloomy . miss sway .,worry
havin bad weed first wisdom teeth ran weed might getting sick . . . weed,worry
"looks like another culinary success , sarah .",worry
"three broody ones atm , china eggs keep happy ish",love
causee not everyone pass challenge test duh,worry
left @ home http://myloc.me/21cn,neutral
windy rainy day,neutral
ha . nothing man right mothers day except taking kids mum's hands whole day,neutral
talking dii missing terribly .,worry
"day 26 town . wish could catch show , already plans . go figure !",worry
feel headache growing .,worry
he's makeup years . long tyra stole away us .,neutral
yummy curry save please lol,enthusiasm
promise 150 .,sadness
worth,relief
wow cute pic,surprise
"trying tweetdeck , seen , twittering programme , thought , give try",neutral
stranded @ delhi airport flight delayed,worry
"not fan bulmers , magners pear awesome , want slush puppy though ! #hurryup #classy #omgimpatient !",fun
oks yes infact chatted earlier n00b.in well,neutral
nothings better going chinese supperinn fave cousins 1am,happiness
oh hate happens . transfered universities hell time transferring credits ! lost,worry
whoa ! twilight board game ! ahaha,fun
""" bandwidth limit exceeded "" website",neutral
"ca not seem find , send please oh tag lol",sadness
http://twitpic.com/66l83 - liked old ruby best .,love
great night,love
twittascope not rocking socks - go away already ! !,neutral
"im ok . 15 year old going 35 driving crazy , comes territory , guess .",worry
buff guy.unfortunatly alot people dont know danny's name either sad sophie sweet,sadness
"* sniff sniff * want thie app iphone america . free anime , games shows iphone = win . no uk =",surprise
great avatar,enthusiasm
"party , aber subway alle http://yfrog.com/0ayzyj",empty
sick ! chilling tonight watching desperate housewives,sadness
happiness like peeing pants.nobody see feel warm sensation,neutral
thanks #sigjeans,relief
oh cant fun hell manned ! ! looks like got shit done today ! !,enthusiasm
"nah really gradually ptfe tape . goes 0.1 mm time . ive years , love ! x",fun
6moredays . 6moredays . yay.yay . taken nearly finished better good,happiness
"thanks following ,",neutral
new resigned cricinfo : http://tinyurl.com/mxlcuv hate change,hate
"really incredibly gross outside , im hoping get alot done int house today ! including pics blog ! morning friends !",worry
sent u dm's .. hollaback,neutral
"record , john mayer freaking cool .",surprise
"way wildomar , ca towing lexus",neutral
looks like got cloudy outside ! nothing tonight ! boo friday,empty
aw thas good im glad happy jus chillin,love
no hate traffic,worry
enjoying night folks .,neutral
not think texting ! ? i've read lol ! figured html .,neutral
san francisco traffic lights hate .,empty
looking insane view hollyweird.in altered state .,neutral
sad young love coming end cute together !,surprise
omega tomorrow . not really planned anything . make sure come . it'll awesome . move-in june 1st .,happiness
"yeah thinking , ahaha",happiness
damn . totally gutted decided not go tonight . roni size djing,hate
bed good last saturday ec . i'm gonna miss place ca not wait til summer,fun
thanks quiet lately !,love
thought might interested http://tweetphoto.com . see who's viewing photos !,worry
yesterday today weekend.back work 2moro !,fun
want cookies breakfast ! luckily i'm adult !,happiness
"days cellstorms , like !",happiness
aw poor drew . hope feel better krush,relief
god mornin tweeps ! going awesome monday - already tell . not even 8am inbox clean,surprise
"easy ! happy mother's day , great mom !",love
well tonight would good time watch .,worry
fighting nagios configuration . great tool config bit labour,empty
bit devastated lost entire documents folder home computer .,worry
! may keep shelf rest old cameras,neutral
i'm extremely hungry . thing house soup . not like soup . * pouts *,worry
warm wet spent day carpet cleaning yacht,sadness
need go . i'm bored .,boredom
aww sorry boo . not bought printer 4 years ; canon i900d still making amazing prints . zero fisheye exp .,worry
"oh noes ! xbox 360 badge holder broke bellevue , wa http://loopt.us/cjn5va.t",neutral
eating cadbury's dairy milk giant chocolate buttons . say one square dark chocolate satisfying . lying,neutral
happy mothers day,love
e jealous sia didnt get se,surprise
teehee im glad entertain ye,neutral
not macabre hard believe dropped real nuclear weapon real japanese humans . http://ow.ly/9nru #warisfucked,sadness
tried edit page could not add name pop list please !,worry
knew ! use love show happy weekend !,happiness
happy mother's day best mommy world,love
"goodness ! another hit , another run !",hate
"beers & whiskey = awesomness , work 8 hours = sourness",neutral
"going not know taylor , dolton , jacob , chris sister .",neutral
wanna go,neutral
"feel like junkie live chronic pain disorder fentanyl morphin , not nice . really sucks",worry
like like 9 cause im babysitting haha call cause im kinda bored right,enthusiasm
must night . nightmare evening . still sick ? never gonna get well w / sleep !,worry
hates sat around alone friday night . big sad old loser,neutral
get right ! think obsessed hydes ' voice @_ @ i've chosen guitar song learn summer ! time perfect picking !,fun
new project going incredibly well ! i'm not tired today think get monday's . permanently .,happiness
""" patchouli oil & incense surge popularity 1960s & 1970s , mostly among devotees free love & hippie lifestyles . """,neutral
@ coming work w / rag head .,hate
"drove # - mazda #rx8 today boy , car fun ! sadly though , not find car much fun",worry
aww read tweet . i'm not sure later either ( work ) feel us,neutral
"wanna watch "" "" badly !",sadness
actually got bit tan today haha sadly working weekend wo not get chance enjoy glorious sunrays boo,happiness
hate car places <jx>,sadness
dont depress mother-in-law staying weekend . someone else wait kids !,sadness
"well praise lord 4 gud moods kno need 2 b 1 , im workn thighs & dark clouds scaring",worry
neither . no longer want . fairness . fairness whatever government says .,empty
got wii,neutral
fo shizzle . . . i'm bored wanna go something . wish went pisay today . oh wellz . wonder .,boredom
terence cao over-dose im fainting .,worry
thanks ! !,happiness
"wow , bed comfy & nap much short . getting work = not want .",sadness
mann no idea hp / c adapters worth like eighty bucks wine * gonna till use lap top,neutral
"oh forgot , happy star wars day ! may fourth !",happiness
geocaching.com seems huge delay delivering pocket queries,neutral
trying figure twitter thing ! i'm quite excited,happiness
late,neutral
superstar not mean !,worry
surely vote .,love
posted world pinhole day love picture . http://twitpic.com/4jb4d,enthusiasm
oh . not need updating sudden . ok . get dressed anyway,worry
lol mean hey ! that's mean,worry
"yeah know mean , 1st season got hooked watch case something big happens .",fun
im mad wasnt scarey,surprise
chillin tonight ( least ),neutral
done dentist november,relief
last real seventh hour,relief
friend got mugged morning,sadness
glad know guys got safe . great show tonight ! wish could .,neutral
? ?,neutral
didnt get paid week roll tuesday,sadness
tired . going take nap . finger hurts . 143,sadness
"bed.sorta . today good , sara strep thought angelina ; shared water b4 told , prob get",enthusiasm
mask non-existent mo charis not send one & not bothered make one ! i'm wearing boy clothes !,worry
"maxin ' relaxin ' , almost bed time",empty
"say , find hard selling etsy . sometimes discouraging",worry
i'm trying figure earth supposed able update statuses via phone . someone help !,worry
"union square ? somerville ? better 87 . probably helps zero point , though .",neutral
trying draw manga / anime new website . bad idea ! http://bit.ly/k6iov,hate
"awh . sorry ! we'll glad closer us , though !",sadness
booked appointment give blood 18:20 pm 2nd june ! scared,surprise
oh fack u gave police thats seriouse shit,worry
finished first workout jillian michaels 30day making cut program ! feeling great hopefully eating good,relief
signing . mom's day tomorrow .,love
"omg ! ! hahaha ! thought joking twittering , hahaha ! ! awesome , good times",happiness
going church god bless .,love
hittin ' ole dusty trail w / miss morgan .,worry
thx ! #webdu conf thurs,happiness
make bring u sum ?,worry
hey never realized also get twitter account . guides truly many times lifesaver .,worry
"missed wbc counterprotests . probably going waterfire ben , yay !",worry
"hm go sleep 6 saturday work , watch 2 episodes one tree hill ? one tree hill think !",neutral
came bak dancing neew cd haha im dancing,worry
would panic little ! maybe read orbitron gym like do.when else fails ? ! ?,surprise
""" shaking fucking head "" "" much fucking homework "" according urban dictionary",empty
gymnastics time . last night teaching friday evening classes . new summer schedule starts next week .,neutral
"good hear ! got bit tan today , unheard - pasty white time . mostly freckle .",love
aw sweetie . hope mom wonderful mother's day,happiness
looks like yet another beautiful day london,happiness
i'm still thinking . idk,neutral
happy mothers day ! <3,neutral
"tweets postcards , butless easily retrievable archived email saved machine .",neutral
"page 6 ms twitterworld , 26 votes",neutral
ooc : okay . maybe schedules work soon .,relief
"i'll take lookie , sound great",happiness
waiting go movies later 6th month . bored .,boredom
well that's no way start day !,sadness
i've got isabel get food !,enthusiasm
legs killing . know good pain .,worry
not sound like fun,neutral
"aw , kitties best !",surprise
"yoga school , could better ?",happiness
sorry dunners saw tweet ! totally let im sorry babe work till 8.30 bo,worry
"tnx following , looking forward tweet ..",happiness
week dragged bit essay write seaside im seeing eddie izzard tonight x,neutral
"since obviously living alaska , radio stations get .",neutral
white shoes make cringe . white shoes give pause .,hate
like,neutral
happy mother's day moms ! special shout momma.luv ya ! pat.even though jehovah's witness,love
feeling like romeo juliet bryant wallinwood montagues capulets . #fb,happiness
saying goodbye something familiar never becomes familiar,worry
thanks ! carry craziness !,happiness
vote board month may 2009 ( licensed members ) http://tinyurl.com/c8uj28 good luck everybody,neutral
spose going party tonight gues im sick gr .,worry
happy mothers day,love
"spending wonderful mothers day brad , mom dad . happy mothers day moms",love
eat really good ice cream !,happiness
sure would like cream right,fun
"thnx 4the support girl , ppl b like ooh u not say , ca not say something honestly feel u know .",neutral
i'm not sleeping accepts appology,hate
anyone got jbs live chat vid ? @ school saw joe hug tackle nick lol,neutral
"not worry use , always give grief , usually take well ! nearly always !",worry
stop following ? not cool enough ?,worry
gr hate make careless mistakes docs give partner,worry
ur poopy head,hate
valium makes feel god . need . ca not fall back asleep . want mommy,worry
lucky kid . wanna see loserville pity im oz .,fun
launched twittix v1 . 10 - not convinced,hate
no . forgot calculator physics oh well class allmost : 3,worry
waiting line @ tryst,boredom
"lol , ! !",worry
welcome network buddies,enthusiasm
supernatural back tonight ! !,happiness
sorry hear,surprise
fun tomorrow night . think fun bar art gallery . wish could,neutral
ugh n33d t0g0 bad ..,worry
someone's horsing . btw hubb feels twitter . he's naming party,surprise
know wrong . maybe shouldnt fuckin things like,hate
good night fellow twitterati . back work tomorrow,worry
bank holiday brunch . fixin's . absolutely fantastic,love
"happy monday well ! great festival weekend , lots soap make .. order put !",love
"anticipation making cup tea , i'm agreeing . must happen ! no , awesome .",love
wishing got fij,sadness
omg ca not believe jay leno going air,surprise
i'm going home . seen new twitter design ? quite.heavenly not ?,happiness
"thanks amy , full hotness",happiness
fml . . . worst paper cut knuckle papers handling . hat damn research paper !,hate
anyone super nintendo controller want sell ? mine broke .,love
missed giving away ttc code,sadness
"nothing could get worse , could ? think id verge killing someone else , things not good anymore",sadness
second ! !,neutral
"aw thanks jon ! 9yr old told sleep , clean house .. best mom's day present ever !",relief
"name chad , wo not tomorrow",neutral
get temporary tattoo . would totally sad died .,worry
10 - year-old girl battles rare breast cancer http://bit.ly/jpe9c,neutral
love koda ! cute ! guys common !,worry
theres nothing like pillow .,worry
ca not wait tomorrow ! finally ! bittersweet sure,happiness
"haha , stay , nearly 2 hours coach get , may not convenient hour tv !",sadness
"eat sleep draw ! : part neuroanatomy take-home test . , iï ¿ ½m . : part neuro .. http://bit.ly/fxs3l",love
second wind - home time !,neutral
forehead starting peel not impressed,neutral
people house not know close doors,worry
- ooh . not like horseradish alternatives ?,neutral
awh u stuck traffic bo !,surprise
building radio studio we're going podcast . foundation called insight foundation,happiness
"i'm sad , really really sad",sadness
getting new fans time . not one november,fun
wanna vote miley cyrus mtv movie awards .. not know could somebody could send link ? thaank <3,relief
wondering come mcdonalds take long deliver food .,sadness
checkout line.kate & jon splashed us weekly . sad,sadness
haha ! sometimes mobiles makes us slaves . advantages !,neutral
that's stuff stolen gone .,surprise
writing fanfic ? read !,happiness
"no running past couple days due bad knee still , guitar hero metallica arrived kept amused.time rock !",sadness
hulu desktop looks nice not region,sadness
"bom dia ! frio . que delï ¿ ½cia ! good luck first day , ju !",love
"storysize 2 ( posted short story , not one liner ) , not show news friends see . wall",neutral
"excellent , that's always win .. i'm dealing small clique passive-aggressive , resistant managers ..",empty
"u r "" happiness pollinator "" 4 shizzle . good friend .. smiling !",relief
breaking daily build broke daily plan well,empty
love love . http://bit.ly/chlav @ tease baby @ end . bo . still luv tho .,love
wish could go blogging bootcamp knoxville coming week ! i'm close yet far .,worry
hahaha sa una lang yan ! started 40 minutes ng 5k . year ago .,neutral
ms wee's wedding !,surprise
see . guess must lots hawks fans texas twitter .,neutral
would vote miley live ireland fine good luck ! slï ¿ ½n ! ( bye irish ) sorcha x,relief
thank followfriday hun,surprise
no problem ! look forward next tweet .,neutral
add dunkin donuts menu .,neutral
"u not win u always roll pass lol , not anyone take",neutral
hannah slept last night gave 5:00 bottle went right back sleep i'm ! lol,neutral
bumping dj opus drunk car . lmao . not act like u not know .,fun
thanks !,happiness
think everyone hates lol,love
"philosophical mood tonight , wandering round dark",sadness
: thats u go weekend .,neutral
there's huge bulldyke eyein,surprise
anything brian ?,worry
"oh , w.overheardinlondon.co.uk others new york version .",neutral
": looking old stuff found record old band ! well , band month . ever heard ?",sadness
everything lousy,neutral
want summer . . sprinkling still ! ? ! ?,fun
"hey welcome va , lol . muggy dc . worst part summer i'd say",happiness
cold & raining inglewood,neutral
"woof , wish allowed go",sadness
nope . back 8weeks . * sigh *,neutral
damn.the right side earphones stopped working sudden . need buy new ones .,sadness
"juice ! miss juice , fruit",surprise
2 seasons x-files watch,neutral
nursing sore back today,neutral
yes lasts way past bedtime !,fun
ah ! ! haha . thanks clarifying,fun
really ? send ? not get internal emails .,worry
ca not sleep i'm watching gilmore girls,neutral
6,empty
get instant sad face see little kid lose balloon,sadness
watchin gilmore girlz,neutral
!,fun
yess . awesomee .. u follow ur love molly hahah . u chat us !,happiness
stupid idiot ran stop sing almost killed car !,hate
tehe . 9th,neutral
no fair,neutral
"loves gossip girl episode 23 , wrath con",love
"not get . although , religious thing think i'll let one slip .",neutral
http://bit.ly/5pblz mccoy's initial rant .,neutral
elephant ? lol try painting back,happiness
"another late night . scored mojito , .",neutral
i'm sorry darling anything ?,worry
flight hurghada delayed 7 hours,worry
i'll try silly silly tweetdeck mean,worry
broke carafe went starbucks caffiene fix lights go out.just sec kidding .. got laugh . ha !,happiness
hm new search bar #twitter,empty
little bit upset ppl jerk -,worry
pooping pennsylvania rest stop ! hate using public toilets,fun
"jus woke , late runnin work students train !",neutral
feel like throw .,boredom
pretty lady happy mother's day ! mother future son-in-laws,love
unreall http://twitpic.com/66nvm,fun
boo rabbits pisses people know,worry
"saw new cities last tuesday , amazing show ! tickets tomorrow's show , might not able make",fun
twitter acting weird,worry
thank . yes yes . hooray !,happiness
beautiful day . im working leaving get sun though,sadness
recording eqpmnts . full day 2 minds gone blank . outfit g-a-y still nt arrived eitha,sadness
finally leaving place ! woohoo ! school time !,happiness
love cannot ?,worry
lmfao fucking love show,love
"stoped following ama , really need clean break . another note , kate super nice right work",neutral
todays weigh . lost 1/2 pound week : depressing,sadness
ugh ! realized completely redo tweetdeck groups ! pains computer wiped clean !,worry
"good , good . could ? :",happiness
"yeahh . loved addie supportive s3 epi 4 addie like der "" dont hurt "" ..",love
"hate dreaming awesome party wake home , jager party",worry
thanks definition throwbie ! editors reviewed entry decided not publish .,neutral
excited empty apartment little,surprise
yes . loved disney.and still haha.how karazy ? i've never disney.blah ! !,love
one kits brought mouse & eating lobby . i'm sure feed enough !,worry
done cleaning ! taking break.omg back hurts,sadness
ahh hate sick watching atonement ! sleeping,hate
look nothing like twitter avatar !,hate
already got shot show not prove,worry
dont put behind wheel lmfao today fun,neutral
"happy mothers day ugh sick.school tomorrow watched e ! news , keeping kardashians dreamgirls",sadness
it-lesson school eating salad,empty
browsing find everything university & interior design .,neutral
walking water annapolis froyo no shoes,surprise
"wow sunny day , recovering erased files",happiness
im bored .. untill go,sadness
"oh chris , sorry mr . raccoon . obviously not female , cuz female species would adore . hugs , angel",neutral
boo im lonely bored,empty
"want go bocum tottal see lostalone , no passport dam poorness",worry
"i'm guessing belt thing no-go since not hear back .. sorry stop weekend , we'll talk bout ring , etc .",worry
watching oceans 11 vegas - seems appropriate,neutral
congratulations,neutral
"playing pacman box . achvs , taking gs exactly 470.nice",happiness
"@ little_ren lovely lovely , nice",love
"tired , glad bank holiday",empty
im back twitter .,neutral
lovely mothers day,love
prom rated ! ! irritated . going bed goodnight,boredom
stellar ! 2 look great,happiness
hahah u know man trust ima freak proud,happiness
"lifetime movies lame . that's , q !",worry
enjoying coffee super delicious cookie,love
i'll try best !,worry
"ishra ! ! haha , cassie ventura ? . not haircut ! yesterday beat music awards ?",fun
unemployment office sucks,hate
thinks he's gangster ass not even fit g unit . & know :| ),happiness
i'm chicken,neutral
mothers day somewhere http://tinysong.com/kov,neutral
"want ben jerrys lol , tweet people im bored",sadness
"omg sister got brother "" jonas brother "" look-a-like trenchcoat i'm like jonas style told shutup no1 likes",surprise
"lol @ cards . , wrong",hate
hope re-run nerdprom later - sounds like they're lots fun . thanks play-by-play,happiness
barg - posted gmod birthday ! not see .,sadness
http://my.barackobama.com/page/content/iphone no longer seems app store .,neutral
they're hungry,worry
kind excited go school today . dont know . hopefully good day,happiness
201th update,neutral
i've nudged ! not much going lately umped games wknd took one pills,sadness
cute girl finished timing fool 1 ~ editing stage waiting spot translation .,relief
welcome ! wonderful day ? stayin outta trouble ready crash party ? lol,happiness
going wedding afternoon,neutral
"know , gotta wait earl 2010 , think late 2009 ! wrong",neutral
"squabbling people internet great tumblarity , bad ego internet friends",worry
"fun far , nothing like festival altho cider afternoon , one",fun
"host next logies , laughed bit really",happiness
want followers .,neutral
"yep , one nights .",empty
"think something better view , tight budget .",worry
